Site,DEL,Gov,nb cell 2G,nb cell 3G,nb cell 4G,nb cell FWBA
BAR1036,NOUVELLE MEDINA,BEN AROUS,6,16,9,6
BAR1044,NOUVELLE MEDINA,BEN AROUS,6,10,9,6
BAR1055,NOUVELLE MEDINA,BEN AROUS,6,18,9,6
BAR1059,NOUVELLE MEDINA,BEN AROUS,4,9,6,6
BAR1060,NOUVELLE MEDINA,BEN AROUS,6,22,9,6
BAR1061,NOUVELLE MEDINA,BEN AROUS,6,18,9,6
BAR1099,NOUVELLE MEDINA,BEN AROUS,1,12,9,6
BAR1164,NOUVELLE MEDINA,BEN AROUS,5,12,9,0
BAR2001,NOUVELLE MEDINA,BEN AROUS,2,2,0,0
BAR2012,NOUVELLE MEDINA,BEN AROUS,1,1,0,0
MAH1028,OUED CHAMEKH,MAHDIA,3,18,0,0
MAH1075,OUED CHAMEKH,MAHDIA,4,12,8,0
TUN1088,OUED ELLIL,MANOUBA,4,14,6,0
TUN1138,OUED ELLIL,MANOUBA,6,9,9,0
TUN1150,OUED ELLIL,MANOUBA,6,9,0,0
TUN1170,OUED ELLIL,MANOUBA,5,12,9,0
TUN1171,OUED ELLIL,MANOUBA,6,15,9,6
TUN1266,OUED ELLIL,MANOUBA,6,15,9,0
TUN1267,OUED ELLIL,MANOUBA,6,17,9,0
TUN1285,OUED ELLIL,MANOUBA,5,12,6,6
TUN1355,OUED ELLIL,MANOUBA,5,15,3,6
TUN1428,OUED ELLIL,MANOUBA,6,18,9,6
TUN1433,OUED ELLIL,MANOUBA,6,9,6,0
TUN1440,OUED ELLIL,MANOUBA,5,18,9,0
TUN1450,OUED ELLIL,MANOUBA,6,12,9,6
JEN1015,OUED MELIZ,JENDOUBA,5,15,0,0
JEN1049,OUED MELIZ,JENDOUBA,4,14,0,0
JEN1053,OUED MELIZ,JENDOUBA,6,15,3,0
MON1010,OUERDANINE,MONASTIR,4,#N/A,#N/A,0
MON1108,OUERDANINE,MONASTIR,4,12,0,0
MON1092,OUERDANINE,MONASTIR,6,12,0,0
KAI1018,OUESLATIA,KAIROUAN,8,24,8,0
KAI1036,OUESLATIA,KAIROUAN,4,12,0,0
KAI1050,OUESLATIA,KAIROUAN,4,12,0,0
KAI1051,OUESLATIA,KAIROUAN,4,14,0,0
KAI1055,OUESLATIA,KAIROUAN,4,12,0,0
SLT1086,OUESLATIA,KAIROUAN,6,9,0,0
SBO1020,OULED HAFFOUZ,SIDI BOUZID,3,12,0,0
SBO1021,OULED HAFFOUZ,SIDI BOUZID,6,11,0,0
SBO1026,OULED HAFFOUZ,SIDI BOUZID,3,15,0,0
SBO1035,OULED HAFFOUZ,SIDI BOUZID,4,12,0,0
GAF1028,OUM LARAIS,GAFSA,8,24,12,0
GAF1029,OUM LARAIS,GAFSA,3,12,0,0
BEJ1067,Pb Naming Convention,BEJA,3,12,9,0
GAB1132,Pb Naming Convention,GABES,6,12,12,0
MAH1095,Pb Naming Convention,Mahdia,4,16,12,0
MON1114,Pb Naming Convention,MONASTIR,3,12,9,0
SBO1063,Pb Naming Convention,SIDI BOUZID,3,12,9,0
BAR1001,RADES,BEN AROUS,5,9,0,0
BAR1002,RADES,BEN AROUS,4,15,9,0
BAR1034,RADES,BEN AROUS,4,12,8,0
BAR1043,RADES,BEN AROUS,6,16,9,6
BAR1051,RADES,BEN AROUS,5,12,9,0
BAR1053,RADES,BEN AROUS,6,15,9,6
BAR1071,RADES,BEN AROUS,7,10,12,0
BAR1087,RADES,BEN AROUS,6,12,12,6
BAR1088,RADES,BEN AROUS,6,12,12,6
BAR1100,RADES,BEN AROUS,4,11,4,4
BAR1103,RADES,BEN AROUS,4,6,9,0
BAR1127,RADES,BEN AROUS,5,12,9,0
BAR1131,RADES,BEN AROUS,4,6,0,0
BAR1184,RADES,BEN AROUS,5,12,6,0
BAR1187,RADES,BEN AROUS,6,12,0,0
BAR1501,RADES,BEN AROUS,4,8,4,0
BAR1502,RADES,BEN AROUS,4,10,6,0
BAR2007,RADES,BEN AROUS,1,2,0,0
BAR2501,RADES,BEN AROUS,1,2,0,0
BAR2502,RADES,BEN AROUS,1,2,0,0
BAR2503,RADES,BEN AROUS,1,2,0,0
BAR2504,RADES,BEN AROUS,1,2,0,0
BAR2505,RADES,BEN AROUS,1,2,0,0
BAR2506,RADES,BEN AROUS,1,2,0,0
BAR2507,RADES,BEN AROUS,1,2,0,0
TUN2220,RADES,BEN AROUS,#N/A,#N/A,#N/A,0
BAR2011,RADES,BEN AROUS,7,#N/A,#N/A,0
BAR2508,RADES,BEN AROUS,1,3,0,0
BAR2509,RADES,BEN AROUS,1,3,0,0
BAR2510,RADES,BEN AROUS,1,3,0,0
BAR2511,RADES,BEN AROUS,1,3,0,0
BAR1175,RADES,BEN AROUS,3,9,6,0
BAR2552,RADES,BEN AROUS,1,2,0,0
TUN1332,RAOUED,ARIANA,5,15,9,0
TUN1742,RAOUED,ARIANA,6,12,6,0
TUN1093,RAOUED,ARIANA,3,12,6,0
TUN1094,RAOUED,ARIANA,6,10,9,6
TUN1095,RAOUED,ARIANA,6,18,9,6
TUN1103,RAOUED,ARIANA,5,12,6,0
TUN1104,RAOUED,ARIANA,6,12,12,6
TUN1209,RAOUED,ARIANA,3,12,6,6
TUN1306,RAOUED,ARIANA,5,12,9,6
TUN1317,RAOUED,ARIANA,4,12,0,0
TUN1362,RAOUED,ARIANA,5,14,9,0
TUN1370,RAOUED,ARIANA,7,22,9,6
TUN1402,RAOUED,ARIANA,5,18,9,6
TUN1414,RAOUED,ARIANA,4,8,8,0
TUN1455,RAOUED,ARIANA,4,12,6,0
TUN1459,RAOUED,ARIANA,5,18,12,0
TUN1481,RAOUED,ARIANA,5,15,9,0
TUN1612,RAOUED,ARIANA,3,12,9,0
TUN1632,RAOUED,ARIANA,5,16,12,0
TUN1636,RAOUED,ARIANA,4,12,9,6
TUN1644,RAOUED,ARIANA,7,16,6,0
TUN1647,RAOUED,ARIANA,4,15,6,0
TUN1652,RAOUED,ARIANA,5,15,9,6
TUN1673,RAOUED,ARIANA,3,12,0,0
TUN1688,RAOUED,ARIANA,3,12,0,0
TUN1679,Raoued,ARIANA,3,9,9,0
TUN1687,Raoued,ARIANA,6,9,6,0
TUN1692,RAOUED,ARIANA,4,12,12,0
BIZ1015,RAS EL DJEBEL,BIZERTE,5,15,6,0
BIZ1016,RAS EL DJEBEL,BIZERTE,3,12,4,0
BIZ1017,RAS EL DJEBEL,BIZERTE,8,16,8,0
BIZ1018,RAS EL DJEBEL,BIZERTE,5,16,6,0
BIZ1019,RAS EL DJEBEL,BIZERTE,8,16,8,0
BIZ1033,RAS EL DJEBEL,BIZERTE,3,2,0,0
BIZ1053,RAS EL DJEBEL,BIZERTE,6,15,6,0
BIZ1055,RAS EL DJEBEL,BIZERTE,5,15,6,0
BIZ1065,RAS EL DJEBEL,BIZERTE,4,11,0,0
BIZ1070,RAS EL DJEBEL,BIZERTE,6,12,6,0
BIZ1075,RAS EL DJEBEL,BIZERTE,3,8,0,0
BIZ1131,RAS EL DJEBEL,BIZERTE,6,15,6,0
BIZ2003,RAS EL DJEBEL,BIZERTE,3,#N/A,#N/A,0
BIZ2004,RAS EL DJEBEL,BIZERTE,4,#N/A,#N/A,0
BIZ2005,RAS EL DJEBEL,BIZERTE,1,1,0,0
GAF1026,REDEYEF,GAFSA,2,6,0,0
GAF1027,REDEYEF,GAFSA,5,18,6,0
GAF1044,REDEYEF,GAFSA,6,18,6,0
SBO1013,REGUEB,SIDI BOUZID,6,15,0,0
SBO1014,REGUEB,SIDI BOUZID,6,20,6,0
SBO1024,REGUEB,SIDI BOUZID,5,#N/A,#N/A,0
SBO1025,REGUEB,SIDI BOUZID,6,15,0,0
SBO1059,REGUEB,SIDI BOUZID,6,12,0,0
TAT1015,REMADA,TATAOUINE,2,6,0,0
TAT1016,REMADA,TATAOUINE,6,18,6,0
TAT1017,REMADA,TATAOUINE,4,14,0,0
TAT1034,REMADA,TATAOUINE,4,21,8,0
TAT1035,REMADA,TATAOUINE,4,16,0,0
TAT1036,REMADA,TATAOUINE,5,18,0,0
TAT1037,REMADA,TATAOUINE,3,0,0,0
TAT1041,REMADA,TATAOUINE,3,11,0,0
TAT1043,REMADA,TATAOUINE,3,3,0,0
TAT1057,REMADA,TATAOUINE,4,16,0,0
TAT1060,REMADA,TATAOUINE,4,16,0,0
TAT1063,REMADA,TATAOUINE,4,4,0,0
TAT1064,REMADA,TATAOUINE,4,4,0,0
TAT1065,REMADA,TATAOUINE,3,6,0,0
TAT1069,REMADA,TATAOUINE,4,16,0,0
TAT1070,REMADA,TATAOUINE,4,8,0,0
TAT1074,REMADA,TATAOUINE,6,16,4,0
TAT1078,REMADA,TATAOUINE,3,9,6,0
KAS1007,SABALET OULED ASKER,SIDI BOUZID,4,12,4,0
SBO1007,SABALET OULED ASKER,SIDI BOUZID,4,16,0,0
SBO1022,SABALET OULED ASKER,SIDI BOUZID,4,8,0,0
MON1009,SAHLINE,MONASTIR,6,12,6,0
MON1047,SAHLINE,MONASTIR,5,12,6,0
MON1058,SAHLINE,MONASTIR,6,12,0,0
MON1063,SAHLINE,MONASTIR,5,12,6,0
MON1100,SAHLINE,MONASTIR,3,12,6,0
SFX1013,SAKIET EDDAIR,SFAX,4,9,6,6
SFX1025,SAKIET EDDAIR,SFAX,3,3,6,6
SFX1038,SAKIET EDDAIR,SFAX,3,9,0,6
SFX1041,SAKIET EDDAIR,SFAX,8,12,6,6
SFX1042,SAKIET EDDAIR,SFAX,6,4,3,6
SFX1056,SAKIET EDDAIR,SFAX,4,3,6,6
SFX1080,SAKIET EDDAIR,SFAX,6,6,6,6
SFX1086,SAKIET EDDAIR,SFAX,5,9,4,4
SFX1087,SAKIET EDDAIR,SFAX,5,4,6,6
SFX1092,SAKIET EDDAIR,SFAX,8,6,6,6
SFX1094,SAKIET EDDAIR,SFAX,6,9,6,6
SFX1115,SAKIET EDDAIR,SFAX,4,9,0,6
SFX1116,SAKIET EDDAIR,SFAX,4,5,0,6
SFX1140,SAKIET EDDAIR,SFAX,6,5,6,0
SFX1141,SAKIET EDDAIR,SFAX,6,4,6,6
SFX1142,SAKIET EDDAIR,SFAX,5,3,6,0
SFX1153,SAKIET EDDAIR,SFAX,6,8,8,6
SFX1172,SAKIET EDDAIR,SFAX,4,3,6,6
SFX1185,SAKIET EDDAIR,SFAX,7,7,8,0
SFX1186,SAKIET EDDAIR,SFAX,6,9,6,6
SFX1198,SAKIET EDDAIR,SFAX,5,3,6,6
SFX1201,SAKIET EDDAIR,SFAX,3,4,3,0
SFX1205,SAKIET EDDAIR,SFAX,5,3,0,6
SFX1223,SAKIET EDDAIR,SFAX,5,5,0,6
SFX1273,SAKIET EDDAIR,SFAX,4,3,0,0
SFX1281,SAKIET EDDAIR,SFAX,5,3,0,0
SFX1285,SAKIET EDDAIR,Sfax,4,12,8,0
SFX1004,SAKIET EZZIT,SFAX,5,5,8,6
SFX1028,SAKIET EZZIT,SFAX,5,3,6,6
SFX1040,SAKIET EZZIT,SFAX,8,5,8,6
SFX1066,SAKIET EZZIT,SFAX,6,3,6,6
SFX1067,SAKIET EZZIT,SFAX,4,9,6,6
SFX1081,SAKIET EZZIT,SFAX,5,3,6,6
SFX1110,SAKIET EZZIT,SFAX,5,3,0,6
SFX1111,SAKIET EZZIT,SFAX,3,9,0,0
SFX1119,SAKIET EZZIT,SFAX,7,6,8,6
SFX1120,SAKIET EZZIT,SFAX,6,4,6,0
SFX1154,SAKIET EZZIT,SFAX,5,3,3,6
SFX1155,SAKIET EZZIT,SFAX,6,5,3,6
SFX1164,SAKIET EZZIT,SFAX,5,4,6,6
SFX1165,SAKIET EZZIT,SFAX,3,9,6,0
SFX1204,SAKIET EZZIT,SFAX,5,3,6,0
SFX1215,SAKIET EZZIT,SFAX,4,3,0,0
SFX1226,SAKIET EZZIT,SFAX,3,9,0,6
SFX1234,SAKIET EZZIT,SFAX,4,9,6,0
SFX1270,SAKIET EZZIT,SFAX,4,12,0,0
SFX1289,SAKIET EZZIT,SFAX,4,3,0,0
SFX1318,SAKIET EZZIT,SFAX,4,3,0,0
SFX2057,SAKIET EZZIT,SFAX,1,1,0,0
SFX1317,SAKIET EZZIT,SFAX,6,12,12,0
KEF1013,SAKIET SIDI YOUSSEF,KEF,4,6,0,0
KEF1025,SAKIET SIDI YOUSSEF,KEF,3,9,0,0
KEF1043,SAKIET SIDI YOUSSEF,KEF,4,10,0,0
KEF1044,SAKIET SIDI YOUSSEF,KEF,3,12,0,0
ZGO1031,SAOUAF,ZAGHOUAN,7,13,0,0
ZGT1066,SAOUAF,ZAGHOUAN,4,12,0,0
ZGT1067,SAOUAF,ZAGHOUAN,6,9,0,0
MON1016,SAYADA LALTA BOUHJAR,MONASTIR,4,9,4,0
MON1025,SAYADA LALTA BOUHJAR,MONASTIR,4,12,6,0
MON1043,SAYADA LALTA BOUHJAR,MONASTIR,4,10,4,0
MON1079,SAYADA LALTA BOUHJAR,MONASTIR,6,13,0,0
MON1088,SAYADA LALTA BOUHJAR,MONASTIR,5,12,0,0
KAS1006,SBEITLA,KASSERINE,5,13,6,0
KAS1008,SBEITLA,KASSERINE,4,10,4,0
KAS1019,SBEITLA,KASSERINE,4,12,0,0
KAS1022,SBEITLA,KASSERINE,6,10,6,0
KAS1026,SBEITLA,KASSERINE,6,15,6,0
KAS1033,SBEITLA,KASSERINE,6,12,0,0
KAS1039,SBEITLA,KASSERINE,6,18,8,0
SBO1004,SBEITLA,KASSERINE,2,12,0,0
KAS1056,SBEITLA,KASSERINE,3,12,6,0
KAS1020,SBIBA,KASSERINE,4,10,0,0
KAS1021,SBIBA,KASSERINE,6,15,6,0
KAI1017,SBIKHA,KAIROUAN,5,5,6,0
KAI1028,SBIKHA,KAIROUAN,6,6,6,0
KAI1046,SBIKHA,KAIROUAN,8,22,8,0
BIZ1024,SEDJNANE,BIZERTE,4,12,0,0
BIZ1044,SEDJNANE,BIZERTE,4,12,0,0
BIZ1045,SEDJNANE,BIZERTE,6,18,0,0
BIZ1050,SEDJNANE,BIZERTE,4,12,0,0
BIZ1051,SEDJNANE,BIZERTE,4,12,0,0
BIZ1088,SEDJNANE,BIZERTE,4,12,0,0
BIZ1111,SEDJNANE,BIZERTE,4,12,0,0
GAF1015,SENED,GAFSA,3,12,4,0
GAF1016,SENED,GAFSA,8,18,8,0
GAF1031,SENED,GAFSA,6,18,0,0
GAF1054,SENED,GAFSA,5,12,0,0
GAF1055,SENED,GAFSA,3,12,0,0
GAF1056,SENED,GAFSA,5,17,0,0
KEF1011,SERS,KEF,7,16,8,0
KEF1027,SERS,KEF,6,12,6,0
KEF1030,SERS,KEF,3,10,0,0
SFX1126,Sfax,Sfax,3,9,9,0
SFX1146,SFAX,SFAX,6,9,0,0
SFX1005,SFAX MEDINA,SFAX,6,3,0,0
SFX1006,SFAX MEDINA,SFAX,6,3,6,6
SFX1007,SFAX MEDINA,SFAX,6,3,6,6
SFX1008,SFAX MEDINA,SFAX,5,3,6,6
SFX1009,SFAX MEDINA,SFAX,5,9,6,6
SFX1010,SFAX MEDINA,SFAX,4,3,0,0
SFX1011,SFAX MEDINA,SFAX,4,7,4,0
SFX1016,SFAX MEDINA,SFAX,4,3,6,6
SFX1027,SFAX MEDINA,SFAX,6,4,3,6
SFX1034,SFAX MEDINA,SFAX,6,9,6,0
SFX1055,SFAX MEDINA,SFAX,3,9,6,6
SFX1074,SFAX MEDINA,SFAX,5,4,3,6
SFX1076,SFAX MEDINA,SFAX,5,3,6,0
SFX1077,SFAX MEDINA,SFAX,6,3,6,6
SFX1079,SFAX MEDINA,SFAX,#N/A,#N/A,#N/A,0
SFX1084,SFAX MEDINA,SFAX,6,12,6,6
SFX1085,SFAX MEDINA,SFAX,6,12,0,0
SFX1104,SFAX MEDINA,SFAX,5,9,6,6
SFX1105,SFAX MEDINA,SFAX,2,6,4,4
SFX1108,SFAX MEDINA,SFAX,4,3,6,6
SFX1109,SFAX MEDINA,SFAX,5,12,8,0
SFX1114,SFAX MEDINA,SFAX,6,3,0,0
SFX1123,SFAX MEDINA,SFAX,6,3,6,6
SFX1124,SFAX MEDINA,SFAX,4,9,0,6
SFX1125,SFAX MEDINA,SFAX,6,4,6,6
SFX1127,SFAX MEDINA,SFAX,5,3,3,0
SFX1129,SFAX MEDINA,SFAX,5,9,6,0
SFX1132,SFAX MEDINA,SFAX,4,6,6,6
SFX1133,SFAX MEDINA,SFAX,6,3,6,6
SFX1134,SFAX MEDINA,SFAX,3,9,0,6
SFX1148,SFAX MEDINA,SFAX,5,3,6,6
SFX1182,SFAX MEDINA,SFAX,6,6,6,6
SFX1192,SFAX MEDINA,SFAX,3,9,0,0
SFX1193,SFAX MEDINA,SFAX,3,9,0,0
SFX1194,SFAX MEDINA,SFAX,6,9,6,6
SFX1196,SFAX MEDINA,SFAX,6,6,6,6
SFX1230,SFAX MEDINA,SFAX,3,9,0,6
SFX1247,SFAX MEDINA,SFAX,3,3,0,0
SFX1256,SFAX MEDINA,SFAX,4,9,6,0
SFX2001,SFAX MEDINA,SFAX,1,0,0,0
SFX2004,SFAX MEDINA,SFAX,1,0,0,0
SFX2009,SFAX MEDINA,SFAX,#N/A,#N/A,#N/A,0
SFX2010,SFAX MEDINA,SFAX,#N/A,#N/A,#N/A,0
SFX2011,SFAX MEDINA,SFAX,1,0,0,0
SFX2012,SFAX MEDINA,SFAX,1,2,0,0
SFX2013,SFAX MEDINA,SFAX,#N/A,#N/A,#N/A,0
SFX2014,SFAX MEDINA,SFAX,#N/A,#N/A,#N/A,0
SFX2015,SFAX MEDINA,SFAX,#N/A,#N/A,#N/A,0
SFX2016,SFAX MEDINA,SFAX,1,0,0,0
SFX2017,SFAX MEDINA,SFAX,#N/A,#N/A,#N/A,0
SFX2021,SFAX MEDINA,SFAX,2,4,0,0
SFX2026,SFAX MEDINA,SFAX,1,0,0,0
SFX2027,SFAX MEDINA,SFAX,1,0,0,0
SFX2031,SFAX MEDINA,SFAX,#N/A,#N/A,#N/A,0
SFX2034,SFAX MEDINA,SFAX,1,0,0,0
SFX2036,SFAX MEDINA,SFAX,1,4,0,0
SFX2037,SFAX MEDINA,SFAX,1,1,0,0
SFX2038,SFAX MEDINA,SFAX,#N/A,#N/A,#N/A,0
SFX2039,SFAX MEDINA,SFAX,#N/A,#N/A,#N/A,0
SFX2043,SFAX MEDINA,SFAX,#N/A,#N/A,#N/A,0
SFX2044,SFAX MEDINA,SFAX,#N/A,#N/A,#N/A,0
SFX2047,SFAX MEDINA,SFAX,#N/A,#N/A,#N/A,0
SFX2049,SFAX MEDINA,SFAX,1,1,0,0
SFX2051,SFAX MEDINA,SFAX,1,1,0,0
SFX2052,SFAX MEDINA,SFAX,1,2,0,0
SFX2056,SFAX MEDINA,SFAX,1,3,0,0
SFX2018,SFAX MEDINA,SFAX,1,0,0,0
SFX2032,SFAX MEDINA,SFAX,#N/A,#N/A,#N/A,0
SFX2035,SFAX MEDINA,SFAX,#N/A,#N/A,#N/A,0
SFX2045,SFAX MEDINA,SFAX,#N/A,#N/A,#N/A,0
SFX1012,SFAX OUEST,SFAX,4,6,6,6
SFX1014,SFAX OUEST,SFAX,4,3,6,6
SFX1015,SFAX OUEST,SFAX,4,3,6,6
SFX1017,SFAX OUEST,SFAX,5,2,0,6
SFX1018,SFAX OUEST,SFAX,5,3,6,6
SFX1019,SFAX OUEST,SFAX,5,4,6,6
SFX1020,SFAX OUEST,SFAX,5,3,6,6
SFX1043,SFAX OUEST,SFAX,6,3,6,6
SFX1075,SFAX OUEST,SFAX,6,3,6,6
SFX1112,SFAX OUEST,SFAX,3,9,0,6
SFX1130,SFAX OUEST,SFAX,6,6,6,0
SFX1143,SFAX OUEST,SFAX,3,3,0,6
SFX1144,SFAX OUEST,SFAX,6,6,6,6
SFX1145,SFAX OUEST,SFAX,6,6,6,6
SFX1156,SFAX OUEST,SFAX,6,3,6,0
SFX1166,SFAX OUEST,SFAX,7,3,0,0
SFX1167,SFAX OUEST,SFAX,6,6,6,6
SFX1177,SFAX OUEST,SFAX,5,6,6,0
SFX1189,SFAX OUEST,SFAX,5,3,0,6
SFX1207,SFAX OUEST,SFAX,4,9,6,0
SFX1208,SFAX OUEST,SFAX,4,9,0,6
SFX1209,SFAX OUEST,SFAX,7,12,0,0
SFX1210,SFAX OUEST,SFAX,6,3,6,6
SFX1239,SFAX OUEST,SFAX,5,9,6,6
SFX1266,SFAX OUEST,SFAX,5,3,6,0
SFX1307,SFAX OUEST,SFAX,4,3,0,6
SFX2030,SFAX OUEST,SFAX,1,0,0,0
SFX1022,SFAX SUD,SFAX,4,9,6,6
SFX1023,SFAX SUD,SFAX,5,4,4,6
SFX1024,SFAX SUD,SFAX,5,3,3,6
SFX1062,SFAX SUD,SFAX,3,3,6,6
SFX1065,SFAX SUD,SFAX,6,8,8,0
SFX1096,SFAX SUD,SFAX,5,9,6,0
SFX1097,SFAX SUD,SFAX,5,4,8,6
SFX1098,SFAX SUD,SFAX,5,3,3,0
SFX1103,SFAX SUD,SFAX,4,9,0,6
SFX1117,SFAX SUD,SFAX,4,4,0,0
SFX1118,SFAX SUD,SFAX,6,3,6,0
SFX1121,SFAX SUD,SFAX,4,4,8,6
SFX1122,SFAX SUD,SFAX,3,9,6,6
SFX1150,SFAX SUD,SFAX,7,7,8,0
SFX1169,SFAX SUD,SFAX,5,2,6,0
SFX1178,SFAX SUD,SFAX,4,9,6,6
SFX1180,SFAX SUD,SFAX,4,12,4,0
SFX1202,SFAX SUD,SFAX,5,9,0,0
SFX1213,SFAX SUD,SFAX,5,9,0,0
SFX1214,SFAX SUD,SFAX,4,9,6,0
SFX1216,SFAX SUD,SFAX,8,7,8,6
SFX1218,SFAX SUD,SFAX,5,2,8,0
SFX1244,SFAX SUD,SFAX,4,12,0,6
SFX1245,SFAX SUD,SFAX,5,9,6,6
SFX1246,SFAX SUD,SFAX,5,9,6,6
SFX1248,SFAX SUD,SFAX,5,9,0,0
SFX1251,SFAX SUD,SFAX,6,2,8,6
SFX1255,SFAX SUD,SFAX,3,3,0,0
SFX1264,SFAX SUD,SFAX,4,2,0,6
SFX1265,SFAX SUD,SFAX,3,9,6,0
SFX1268,SFAX SUD,SFAX,3,9,0,6
SFX1269,SFAX SUD,SFAX,3,3,0,0
SFX1301,SFAX SUD,SFAX,5,3,6,0
SFX1314,SFAX SUD,SFAX,8,12,6,6
SFX1095,SFAX SUD,SFAX,#N/A,#N/A,#N/A,0
SFX1298,SFAX SUD,SFAX,3,9,9,0
GAF1025,SIDI AICH,GAFSA,6,13,0,0
GAF1013,SIDI ALI BEN AO[N,SIDI BOUZID,2,6,0,0
SBO1006,SIDI ALI BEN AO[N,SIDI BOUZID,5,15,6,0
SBO1046,SIDI ALI BEN AO[N,SIDI BOUZID,3,12,0,0
SBO1047,SIDI ALI BEN AO[N,SIDI BOUZID,3,12,0,0
SBO1049,SIDI ALI BEN AO[N,SIDI BOUZID,3,12,0,0
MAH1021,SIDI ALOUANE,MAHDIA,6,18,0,0
MAH1025,SIDI ALOUANE,MAHDIA,6,21,8,0
MAH1030,SIDI ALOUANE,MAHDIA,5,18,0,0
KAI1014,SIDI AMOR BOU HAJLA,KAIROUAN,5,6,6,0
KAI1037,SIDI AMOR BOU HAJLA,KAIROUAN,4,6,6,0
KAI1041,SIDI AMOR BOU HAJLA,KAIROUAN,4,12,0,0
KAI1042,SIDI AMOR BOU HAJLA,KAIROUAN,5,18,0,0
KAI1047,SIDI AMOR BOU HAJLA,KAIROUAN,5,12,0,0
KAI1066,SIDI AMOR BOU HAJLA,KAIROUAN,6,20,0,0
KAI1075,SIDI AMOR BOU HAJLA,KAIROUAN,6,6,0,0
SOS1011,SIDI BOU ALI,SOUSSE,6,17,6,0
SOS1096,SIDI BOU ALI,SOUSSE,6,12,6,0
SOS1110,SIDI BOU ALI,SOUSSE,6,14,0,0
SOS1139,SIDI BOU ALI,SOUSSE,5,15,6,0
SOS1144,SIDI BOU ALI,SOUSSE,5,12,0,0
SBO1015,SIDI BOUZID EST,SIDI BOUZID,3,11,0,0
SBO1018,SIDI BOUZID EST,SIDI BOUZID,6,15,6,0
SBO1019,SIDI BOUZID EST,SIDI BOUZID,3,9,0,0
SBO1039,SIDI BOUZID EST,SIDI BOUZID,5,15,0,0
SBO1041,SIDI BOUZID EST,SIDI BOUZID,4,15,0,0
SBO1001,SIDI BOUZID OUEST,SIDI BOUZID,6,18,6,0
SBO1002,SIDI BOUZID OUEST,SIDI BOUZID,5,17,6,0
SBO1023,SIDI BOUZID OUEST,SIDI BOUZID,6,14,6,0
SBO1028,SIDI BOUZID OUEST,SIDI BOUZID,6,17,6,0
SBO1038,SIDI BOUZID OUEST,SIDI BOUZID,3,0,0,0
SBO1042,SIDI BOUZID OUEST,SIDI BOUZID,5,17,8,0
SBO1050,SIDI BOUZID OUEST,SIDI BOUZID,4,17,6,0
SBO1027,SIDI BOUZID OUEST,SIDI BOUZID,4,16,8,0
SBO1033,SIDI BOUZID OUEST,SIDI BOUZID,6,12,6,0
SBO1068,SIDI BOUZID OUEST,SIDI BOUZID,3,9,0,0
SBO1060,SIDI BOUZID OUEST,SIDI BOUZID,3,9,3,0
TUN1009,SIDI EL BECHIR,TUNIS,6,15,6,6
TUN1055,SIDI EL BECHIR,TUNIS,6,12,9,0
TUN1056,SIDI EL BECHIR,TUNIS,6,6,9,0
TUN1074,SIDI EL BECHIR,TUNIS,4,15,9,0
TUN1078,SIDI EL BECHIR,TUNIS,6,15,9,0
TUN1197,SIDI EL BECHIR,TUNIS,6,18,9,0
TUN1251,SIDI EL BECHIR,TUNIS,6,12,9,0
TUN1257,SIDI EL BECHIR,TUNIS,3,11,6,0
TUN2030,SIDI EL BECHIR,TUNIS,#N/A,#N/A,#N/A,0
TUN2095,SIDI EL BECHIR,TUNIS,#N/A,#N/A,#N/A,0
TUN2177,SIDI EL BECHIR,TUNIS,#N/A,#N/A,#N/A,0
SOS1021,SIDI EL HENI,SOUSSE,4,10,0,0
SOS1119,SIDI EL HENI,SOUSSE,7,18,0,0
SOS1147,SIDI EL HENI,SOUSSE,8,18,0,0
BAR1149,SIDI HASSINE,TUNIS,4,18,9,0
TUN1101,SIDI HASSINE,TUNIS,6,16,9,6
TUN1163,SIDI HASSINE,TUNIS,7,22,9,0
TUN1206,SIDI HASSINE,TUNIS,6,16,9,6
TUN1273,SIDI HASSINE,TUNIS,4,15,9,6
TUN1303,SIDI HASSINE,TUNIS,6,9,6,6
TUN1338,SIDI HASSINE,TUNIS,6,8,0,6
TUN1340,SIDI HASSINE,TUNIS,5,18,9,6
TUN1377,SIDI HASSINE,TUNIS,4,9,0,6
TUN1388,SIDI HASSINE,TUNIS,6,16,9,6
TUN1390,SIDI HASSINE,TUNIS,4,15,9,6
TUN1392,SIDI HASSINE,TUNIS,6,12,9,6
TUN1404,SIDI HASSINE,TUNIS,6,16,9,6
TUN1432,SIDI HASSINE,TUNIS,4,9,6,6
TUN1442,SIDI HASSINE,TUNIS,4,12,6,0
TUN1449,SIDI HASSINE,TUNIS,5,18,9,0
TUN1478,SIDI HASSINE,TUNIS,5,9,6,0
TUN1488,SIDI HASSINE,TUNIS,6,17,9,6
TUN2224,SIDI HASSINE,TUNIS,1,1,0,0
TUN1726,SIDI HASSINE,TUNIS,3,9,0,0
GAB1018,SIDI MAKHLOUF,MEDNINE,4,6,0,0
MED1051,SIDI MAKHLOUF,MEDNINE,4,12,0,0
MED1054,SIDI MAKHLOUF,MEDNINE,6,18,6,0
MED1076,SIDI MAKHLOUF,MEDNINE,4,15,0,0
MED1101,SIDI MAKHLOUF,MEDNINE,7,22,0,0
TUN1090,SIDI THABET,ARIANA,7,12,12,0
