Incident ID,Status,Affected CI,Primary Affected Service,Title,Assignment Group,Open Time,Area,Outage Start,Outage End,Assignee,Closure Code,Solution,Description,Department
IM1503212,Closed,RNIA3_KAS8338_MW_342046_MunHessiElfrid,RNIA3 Service - KAS,rnia3_kas8338_mw_342046_munhessielfrid \ Down,Support Technique Fixe et B2B,2/1/2022 4:28,Facteur externe,2/1/2022 4:22,2/1/2022 12:14,aymen.warki,Resolved without intervention, Resolved without intervention,Noeud: rnia3_kas8338_mw_342046_munhessielfrid  Sévérité: major  Temps de création: 01/02/22 04:22:53  Temps de réception: 01/02/22 04:24:21  Application: null  Objet: null  Texte message: Node RNIA3_KAS8338_MW_342046_MunHessiElfrid DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2335345,Sous-Direction Support Client B2C et B2B
IM1503213,Closed,BEJ4027,NodeB Service - BEJ,"INCIDENT: BEJ1027---2G3G---Hors Service: Cell Failure caused by Total Cell Failure: ( 2G:6/6, 3G:12/12 ) Site Autonomy: 01:23:41s SM Tickets: 2",Maintenance AIN DRAHEM,2/1/2022 4:31,energie,2/1/2022 4:16,2/1/2022 11:29,nizar.bouslimi,Solved by Appropriate Solution,remise disjoncteur STEG,"BEJ4027F01 : Local Cell Unusable This ticket was created by user netcool.sm on NOI from impact INCIDENT: BEJ1027---2G3G---Hors Service: CAUSE AND IMPACT: Cell Failure: ( 2G:6/6, 3G:6/12 ) Site Autonomy: 01:23:41s SM Tickets: 1",Département Maintenance
IM1503214,Closed,BARL133,eNB Service - BAR,INCIDENT: BAR1133---4G---Hors Service: CAUSE AND IMPACT: Cell Failure: ( 4G:1/9 ) SM Tickets: 0,Maintenance MOUROUJ-BEN AROUS,2/1/2022 4:35,Facteur externe,2/1/2022 4:19,2/1/2022 4:36,ali.dhib,Closed without intervention,Retour energie STEG,BARL133 : BASE STATION CONNECTIVITY PROBLEM This ticket was created by user netcool.sm on NOI from impact INCIDENT: BAR1133---4G---Hors Service: CAUSE AND IMPACT: Cell Failure: ( 4G:1/9 ) SM Tickets: 0,Département Maintenance
IM1503215,Closed,BEJ1006,BTS Service - BEJ,"INCIDENT: BEJ1006---2G3G---Hors Service: Cell Failure caused by Total Cell Failure: ( 2G:4/4, 3G:0/8 ) Site Autonomy: 00:14:50s SM Tickets: 1",maintenance beja nord,2/1/2022 4:36,Facteur externe,2/1/2022 4:21,2/1/2022 4:40,mohamed.toujani,Closed without intervention,Retour energie STEG,"Entree Beja_1_BEJ1006 : GSM Cell out of Service This ticket was created by user netcool.sm on NOI from impact INCIDENT: BEJ1006---2G3G---Hors Service: Cell Failure caused by Total Cell Failure: ( 2G:4/4, 3G:0/8 ) Site Autonomy: 00:14:50s SM Tickets: 1",Département Maintenance
IM1503216,Closed,SLO1040,BTS Service - SIL,"INCIDENT: SLO1040---2G3G---Hors Service: Cell Failure caused by Total Cell Failure: ( 2G:0/3, 3G:6/6 ) Site Autonomy: N/A SM Tickets: 1",Maintenance SILIANA,2/1/2022 4:42,Facteur externe,2/1/2022 4:27,2/2/2022 23:17,meher.zneigui,Resolved without intervention,Retour STEG,"SLO1040T1 : GSM Cell out of Service This ticket was created by user netcool.sm on NOI from impact INCIDENT: SLO1040---2G3G---Hors Service: Cell Failure caused by Total Cell Failure: ( 2G:3/3, 3G:6/6 ) Site Autonomy: N/A SM Tickets: 0",Département Maintenance
IM1503217,Closed,TUNL478,eNB Service - TUN,INCIDENT: TUN1478---4G---Hors Service: CAUSE AND IMPACT: Cell Failure: ( 4G:1/9 ) SM Tickets: 2,MAINTENANCE SIDI HSIN-ZAHROUNI,2/1/2022 4:45,Facteur externe,2/1/2022 4:29,2/1/2022 5:12,amor.haddad,Closed without intervention,Retour energie STEG,TUNL478 : BASE STATION SERVICE PROBLEM This ticket was created by user netcool.sm on NOI from impact INCIDENT: TUN1478---4G---Hors Service: CAUSE AND IMPACT: Cell Failure: ( 4G:1/9 ) SM Tickets: 0,Département Service Operation Center
IM1503218,Closed,TUN1478,BTS Service - TUN,"INCIDENT: TUN1478---2G3G---Hors Service: CAUSE AND IMPACT: Cell Failure: ( 2G:5/5, 3G:6/6 ) Site Autonomy: N/A SM Tickets: 2",maintenance bardo,2/1/2022 4:45,Facteur externe,2/1/2022 4:29,2/1/2022 5:14,amor.haddad,Closed without intervention,Retour energie STEG,"AUTOROUTE_BAMRI_P1_DCS_1_TUN3478 : BCCH MISSING This ticket was created by user netcool.sm on NOI from impact INCIDENT: TUN1478---2G3G---Hors Service: CAUSE AND IMPACT: Cell Failure: ( 2G:5/5, 3G:6/6 ) Site Autonomy: N/A SM Tickets: 0",Département Service Operation Center
IM1503219,Closed,MAH4010,NodeB Service - MAH,"INCIDENT: MAH1010---2G3G---Hors Service: Cell Failure caused by Total Cell Failure: ( 2G:0/6, 3G:1/9 ) Site Autonomy: N/A SM Tickets: 2",Maintenance MAHDIA SUD,2/1/2022 4:51,Facteur externe,2/1/2022 4:35,2/1/2022 9:50,mounir.chaieb,Resolved without intervention,Retour STEG,"MAH4010F11 : Local Cell Unusable This ticket was created by user netcool.sm on NOI from impact INCIDENT: MAH1010---2G3G---Hors Service: CAUSE AND IMPACT: Cell Failure: ( 2G:0/6, 3G:1/9 ) Site Autonomy: - 00:00:09s SM Tickets: 0",Département Maintenance
IM1503220,Closed,MAHL010,eNB Service - MAH,INCIDENT: MAH1010---4G---Hors Service: CAUSE AND IMPACT: Cell Failure: ( 4G:1/9 ) SM Tickets: 2,Maintenance MAHDIA SUD,2/1/2022 4:51,energie,2/1/2022 4:35,2/1/2022 9:48,mounir.chaieb,Solved by Appropriate Solution,Remise TGBT,MAHL010F01 : Cell Unavailable This ticket was created by user netcool.sm on NOI from impact INCIDENT: MAH1010---4G---Hors Service: CAUSE AND IMPACT: Cell Failure: ( 4G:4/9 ) SM Tickets: 0,Département Maintenance
IM1503224,Closed,BAR6080,NodeB Service - BAR,"INCIDENT: BAR1080---2G3G---Hors Service: CAUSE AND IMPACT: Cell Failure: ( 2G:0/7, 3G:3/9 ) Site Autonomy: N/A SM Tickets: 1",Maintenance EZZAHRA-HAMMAM LIF,2/1/2022 4:53,software,2/1/2022 4:37,2/1/2022 8:34,ali.dhib,Solved by Appropriate Solution,reset site,"BAR6080F02 : CELL FAULTY This ticket was created by user netcool.sm on NOI from impact INCIDENT: BAR1080---2G3G---Hors Service: CAUSE AND IMPACT: Cell Failure: ( 2G:0/7, 3G:1/9 ) Site Autonomy: N/A SM Tickets: 0",Département Maintenance
IM1503225,Closed,MED1105,BTS Service - MED,"INCIDENT: MED1105---2G3G---Hors Service: Cell Failure caused by Total Cell Failure: ( 2G:3/3, 3G:0/6 ) Site Autonomy: N/A SM Tickets: 1",Maintenance BEN GUERDEN,2/1/2022 4:53,energie,2/1/2022 4:37,2/1/2022 7:52,riadh.barhoumi,Resolved without intervention,Retour sans intervention,"BENIRI_1_MED1105 : GSM Cell out of Service This ticket was created by user netcool.sm on NOI from impact INCIDENT: MED1105---2G3G---Hors Service: Cell Failure caused by Total Cell Failure: ( 2G:3/3, 3G:6/6 ) Site Autonomy: N/A SM Tickets: 0",Département Maintenance
IM1503228,Closed,KAS4031,NodeB Service - KAS,"INCIDENT: KAS1031---2G3G---Hors Service: Cell Failure caused by Total Cell Failure: ( 2G:3/3, 3G:12/12 ) Site Autonomy: 00:50:57s SM Tickets: 2",Maintenance KASSERINE,2/1/2022 5:05,Facteur externe,2/1/2022 4:50,2/1/2022 11:54,anouar.ounissi,Resolved without intervention,Retour STEG,"KAS4031F01 : Local Cell Unusable This ticket was created by user netcool.sm on NOI from impact INCIDENT: KAS1031---2G3G---Hors Service: CAUSE AND IMPACT: Cell Failure: ( 2G:3/3, 3G:6/12 ) Site Autonomy: 00:50:57s SM Tickets: 1",Département Maintenance
IM1503229,Closed,CPE_TUN8312_MW_LLOYD_18_Janvier,CPE Service - TUN8,cpe_tun8312_mw_lloyd_18_janvier \ Down,Support Technique Fixe et B2B,2/1/2022 5:13,Network,2/1/2022 5:02,2/1/2022 8:23,moez.abdelmouleh,Resolved without intervention, CPE de nouveau UP,Noeud: cpe_tun8312_mw_lloyd_18_janvier  Sévérité: major  Temps de création: 01/02/22 05:02:58  Temps de réception: 01/02/22 05:03:59  Application: null  Objet: null  Texte message: Node CPE_TUN8312_MW_LLOYD_18_Janvier.tunisiana.com DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2335346,Sous-Direction Support Client B2C et B2B
IM1503231,Closed,JEN4038,NodeB Service - JEN,"INCIDENT: JEN1038---2G3G---Hors Service: Cell Failure caused by Total Cell Failure: ( 2G:3/3, 3G:0/6 ) Site Autonomy: 00:25:38s SM Tickets: 2",Maintenance AIN DRAHEM,2/1/2022 5:16,Facteur externe,2/1/2022 5:01,2/1/2022 13:01,nizar.bouslimi,Resolved without intervention,Retour STEG,"JEN4038F01 : Local Cell Unusable This ticket was created by user netcool.sm on NOI from impact INCIDENT: JEN1038---2G3G---Hors Service: Cell Failure caused by Total Cell Failure: ( 2G:3/3, 3G:6/6 ) Site Autonomy: 00:24:05s SM Tickets: 1",Département Maintenance
IM1503234,Closed,MONL073,eNB Service - MON,INCIDENT: MON1073---4G---Hors Service: CAUSE AND IMPACT: Cell Failure: ( 4G:2/6 ) SM Tickets: 3,Maintenance MONASTIR BANLIEUE,2/1/2022 5:22,Facteur externe,2/1/2022 5:07,2/1/2022 6:02,samir.zaoui,Resolved without intervention,Retour steg,MONL073F21 : Cell Unavailable This ticket was created by user netcool.sm on NOI from impact INCIDENT: MON1073---4G---Hors Service: CAUSE AND IMPACT: Cell Failure: ( 4G:2/6 ) SM Tickets: 1,Département Maintenance
IM1503235,Closed,MON4073,NodeB Service - MON,"INCIDENT: MON1073---2G3G---Hors Service: Cell Failure caused by Total Cell Failure: ( 2G:1/4, 3G:0/6 ) Site Autonomy: 00:33:12s SM Tickets: 3",Maintenance MONASTIR BANLIEUE,2/1/2022 5:22,Facteur externe,2/1/2022 5:07,2/1/2022 6:09,samir.zaoui,Resolved without intervention,Retour steg,"MON4073F01 : Local Cell Unusable This ticket was created by user netcool.sm on NOI from impact INCIDENT: MON1073---2G3G---Hors Service: Cell Failure caused by Total Cell Failure: ( 2G:4/4, 3G:6/6 ) Site Autonomy: 00:31:29s SM Tickets: 1",Département Maintenance
IM1503237,Closed,JEN4031,NodeB Service - JEN,"INCIDENT: JEN1031---2G3G---Hors Service: Cell Failure caused by Total Cell Failure: ( 2G:7/7, 3G:16/16 ) Site Autonomy: N/A SM Tickets: 1",Maintenance JENDOUBA,2/1/2022 5:23,Facteur externe,2/1/2022 5:07,2/2/2022 15:36,nizar.bouslimi,Solved by Appropriate Solution,remise disjoncteur apres retour steg,"JEN4031 : NodeB Unavailable This ticket was created by user netcool.sm on NOI from impact INCIDENT: JEN1031---2G3G---Hors Service: Cell Failure caused by Total Cell Failure: ( 2G:7/7, 3G:16/16 ) Site Autonomy: N/A SM Tickets: 0",Département Maintenance
IM1503241,Closed,CPE_SIL8309_1_FO_Draxlmaier_TATA09,CPE Service - SIL,cpe_sil8309_1_fo_draxlmaier_tata09 Down,Support Technique Fixe et B2B,2/1/2022 5:48,Facteur externe,2/1/2022 5:36,2/1/2022 5:58,aymen.warki,Resolved without intervention, Resolved without intervention,Noeud: cpe_sil8309_1_fo_draxlmaier_tata09  Sévérité: major  Temps de création: 01/02/22 05:36:54  Temps de réception: 01/02/22 05:38:05  Application: null  Objet: null  Texte message: Node CPE_SIL8309_1_FO_Draxlmaier_TATA09 DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2335349,Sous-Direction Support Client B2C et B2B
IM1503242,Closed,SOS4070,NodeB Service - SOS,"INCIDENT: SOS1070---2G3G---Hors Service: Cell Failure caused by Total Cell Failure: ( 2G:6/6, 3G:9/9 ) Site Autonomy: N/A SM Tickets: 1",Maintenance HAMMEM SOUSSE-KALAA,2/1/2022 5:48,Facteur externe,2/1/2022 5:32,2/1/2022 13:51,wajdi.khelifa,Solved by Appropriate Solution,Retour STEG ,"SOS4070 : NodeB Unavailable This ticket was created by user netcool.sm on NOI from impact INCIDENT: SOS1070---2G3G---Hors Service: Cell Failure caused by Total Cell Failure: ( 2G:6/6, 3G:9/9 ) Site Autonomy: N/A SM Tickets: 0",Département Maintenance
IM1503246,Closed,CPE_KAI8341_MW_MIT_SITE_MGARIB,CPE Service - KAI,cpe_kai8341_mw_mit_site_mgarib \ Down,Support Technique Fixe et B2B,2/1/2022 5:53,Network,2/1/2022 5:45,2/1/2022 6:07,moez.abdelmouleh,Resolved without intervention, CPE de nouveau UP,Noeud: cpe_kai8341_mw_mit_site_mgarib  Sévérité: major  Temps de création: 01/02/22 05:45:46  Temps de réception: 01/02/22 05:47:06  Application: null  Objet: null  Texte message: Node CPE_KAI8341_MW_MIT_SITE_MGARIB.ooredoo.tn DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2335350,Sous-Direction Support Client B2C et B2B
IM1503249,Closed,KEF1032,BTS Service - KEF,"INCIDENT: KEF1032---2G3G---Hors Service: Cell Failure caused by Total Cell Failure: ( 2G:4/4, 3G:0/9 ) Site Autonomy: N/A SM Tickets: 1",Maintenance JENDOUBA,2/1/2022 5:55,Facteur externe,2/1/2022 5:40,2/1/2022 13:01,nizar.bouslimi,Solved by Appropriate Solution,Remise disjoncteur STEG après retour STEG ,"hamem bayadha_1_KEF1032 : GSM Cell out of Service This ticket was created by user netcool.sm on NOI from impact INCIDENT: KEF1032---2G3G---Hors Service: Cell Failure caused by Total Cell Failure: ( 2G:4/4, 3G:9/9 ) Site Autonomy: N/A SM Tickets: 0",Département Maintenance
IM1503250,Closed,JEN4062,NodeB Service - JEN,"INCIDENT: JEN1062---2G3G---Hors Service: Cell Failure caused by Total Cell Failure: ( 2G:5/5, 3G:12/12 ) Site Autonomy: N/A SM Tickets: 1",Maintenance JENDOUBA,2/1/2022 5:58,Facteur externe,2/1/2022 5:43,2/1/2022 8:47,nizar.bouslimi,Resolved without intervention,retour steg,"JEN4062 : NodeB Unavailable This ticket was created by user netcool.sm on NOI from impact INCIDENT: JEN1062---2G3G---Hors Service: Cell Failure caused by Total Cell Failure: ( 2G:5/5, 3G:12/12 ) Site Autonomy: N/A SM Tickets: 0",Département Maintenance
IM1503251,Closed,CPE_SOS8929_MW_BNA_KALAA_KBIRA,CPE Service - SOS8,cpe_sos8929_mw_bna_kalaa_kbira Down,Support Technique Fixe et B2B,2/1/2022 6:08,Network,2/1/2022 5:56,2/1/2022 7:42,moez.abdelmouleh,Resolved without intervention, CPE de nouveau UP,Noeud: cpe_sos8929_mw_bna_kalaa_kbira  Sévérité: major  Temps de création: 01/02/22 05:56:38  Temps de réception: 01/02/22 05:58:09  Application: null  Objet: null  Texte message: Node CPE_SOS8929_MW_BNA_KALAA_KBIRA DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2335351,Sous-Direction Support Client B2C et B2B
IM1503254,Closed,SOS4019,NodeB Service - SOS,"INCIDENT: SOS1019---2G3G---Hors Service: Cell Failure caused by Total Cell Failure: ( 2G:1/6, 3G:9/9 ) Site Autonomy: 00:01:24s SM Tickets: 2",maintenance msaken-route kairouan,2/1/2022 6:10,Facteur externe,2/1/2022 5:55,2/1/2022 6:28,noamene.benjomaa,Closed without intervention,Retour energie STEG,"SOS4019 : NodeB Unavailable This ticket was created by user netcool.sm on NOI from impact INCIDENT: SOS1019---2G3G---Hors Service: Cell Failure caused by Total Cell Failure: ( 2G:6/6, 3G:9/9 ) Site Autonomy: 00:01:24s SM Tickets: 1",Département Maintenance
IM1503255,Closed,RNIA_KAI8321_MW_118072_Institut_sup_des_Arts_et_Metiers,RNIA Service - KAI,RNIA_KAI8321_MW_118072_Institut_sup_des_Arts_et_Metiers \ Down,Support Technique Fixe et B2B,2/1/2022 6:13,Facteur externe,2/1/2022 6:03,2/1/2022 10:20,aymen.warki,Resolved without intervention, Resolved without intervention,Noeud: opscxprod  Sévérité: major  Temps de création: 01/02/22 06:03:49  Temps de réception: 01/02/22 06:05:10  Application: null  Objet: null  Texte message: Node RNIA_KAI8321_MW_118072_Institut_sup_des_Arts_et_Metiers.ooreddo.tn DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2335353,Sous-Direction Support Client B2C et B2B
IM1503258,Closed,CPE_SOS8504_MW_WAMIA_Depot-SOUSSE,CPE Service - SOS8,cpe_sos8504_mw_wamia_depot-sousse \ Down,Support Technique Fixe et B2B,2/1/2022 6:15,Network,2/1/2022 6:14,2/1/2022 6:35,moez.abdelmouleh,Resolved without intervention, CPE de nouveau UP,Noeud: cpe_sos8504_mw_wamia_depot-sousse  Sévérité: major  Temps de création: 01/02/22 06:14:02  Temps de réception: 01/02/22 06:15:12  Application: null  Objet: null  Texte message: Node CPE_SOS8504_MW_WAMIA_Depot-SOUSSE DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2335356,Sous-Direction Support Client B2C et B2B
IM1503263,Closed,SLO1009,BTS Service - SIL,"INCIDENT: SLO1009---2G3G---Hors Service: Cell Failure caused by Total Cell Failure: ( 2G:2/5, 3G:0/9 ) Site Autonomy: - 01:58:16s SM Tickets: 1",Maintenance SILIANA,2/1/2022 6:26,Facteur externe,2/1/2022 6:11,2/1/2022 8:12,meher.zneigui,Resolved without intervention,retour steg,"Makthar_SLO1009 : OML Fault This ticket was created by user netcool.sm on NOI from impact INCIDENT: SLO1009---2G3G---Hors Service: Cell Failure caused by Total Cell Failure: ( 2G:5/5, 3G:9/9 ) Site Autonomy: N/A SM Tickets: 0",Département Maintenance
IM1503264,Closed,JEN4023,NodeB Service - JEN,"INCIDENT: JEN1023---2G3G---Hors Service: Cell Failure caused by Total Cell Failure: ( 2G:4/4, 3G:8/8 ) Site Autonomy: 02:32:29s SM Tickets: 2",Maintenance AIN DRAHEM,2/1/2022 6:26,Facteur externe,2/1/2022 6:11,2/1/2022 10:18,nizar.bouslimi,Resolved without intervention,retour steg,"JEN4023F01 : Local Cell Unusable This ticket was created by user netcool.sm on NOI from impact INCIDENT: JEN1023---2G3G---Hors Service: Cell Failure caused by Total Cell Failure: ( 2G:4/4, 3G:8/8 ) Site Autonomy: 02:32:29s SM Tickets: 1",Département Maintenance
IM1503265,Closed,SLO1023,BTS Service - SIL,"INCIDENT: SLO1023---2G3G---Hors Service: Cell Failure caused by Total Cell Failure: ( 2G:3/3, 3G:8/8 ) Site Autonomy: N/A SM Tickets: 1",Maintenance SILIANA,2/1/2022 6:27,Facteur externe,2/1/2022 6:11,2/1/2022 8:01,meher.zneigui,Resolved without intervention,retour steg,"KSOUR_MAKTHAR_ROUTE_1_SLO1023 : GSM Cell out of Service This ticket was created by user netcool.sm on NOI from impact INCIDENT: SLO1023---2G3G---Hors Service: Cell Failure caused by Total Cell Failure: ( 2G:3/3, 3G:8/8 ) Site Autonomy: N/A SM Tickets: 0",Département Maintenance
IM1503266,Closed,SLO1028,BTS Service - SIL,"INCIDENT: SLO1028---2G3G---Hors Service: Cell Failure caused by Total Cell Failure: ( 2G:4/4, 3G:6/6 ) Site Autonomy: N/A SM Tickets: 1",Maintenance SILIANA,2/1/2022 6:27,Facteur externe,2/1/2022 6:11,2/1/2022 8:01,meher.zneigui,Resolved without intervention,retour steg,"SLO1028O1 : GSM Cell out of Service This ticket was created by user netcool.sm on NOI from impact INCIDENT: SLO1028---2G3G---Hors Service: Cell Failure caused by Total Cell Failure: ( 2G:4/4, 3G:6/6 ) Site Autonomy: N/A SM Tickets: 0",Département Maintenance
IM1503267,Closed,SLO1037,BTS Service - SIL,"INCIDENT: SLO1037---2G3G---Hors Service: Cell Failure caused by Total Cell Failure: ( 2G:3/3, 3G:8/8 ) Site Autonomy: N/A SM Tickets: 1",Maintenance SILIANA,2/1/2022 6:27,Facteur externe,2/1/2022 6:11,2/1/2022 8:00,meher.zneigui,Resolved without intervention,retour steg,"SLO1037T1 : GSM Cell out of Service This ticket was created by user netcool.sm on NOI from impact INCIDENT: SLO1037---2G3G---Hors Service: Cell Failure caused by Total Cell Failure: ( 2G:3/3, 3G:8/8 ) Site Autonomy: N/A SM Tickets: 0",Département Maintenance
IM1503286,Closed,CPE_SIL8309_1_FO_Draxlmaier_TATA09,CPE Service - SIL,cpe_sil8309_1_fo_draxlmaier_tata09 \ Down,Support Technique Fixe et B2B,2/1/2022 6:38,Network,2/1/2022 6:26,2/1/2022 6:48,moez.abdelmouleh,Solved by Appropriate Solution, SIL_1053 HS,Noeud: cpe_sil8309_1_fo_draxlmaier_tata09  Sévérité: major  Temps de création: 01/02/22 06:26:54  Temps de réception: 01/02/22 06:28:43  Application: null  Objet: null  Texte message: Node CPE_SIL8309_1_FO_Draxlmaier_TATA09 DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2335360,Sous-Direction Support Client B2C et B2B
IM1503287,Closed,CPE_SIL8309_MW_Draxlmaier_TATA10,CPE Service - SIL,cpe_sil8309_mw_draxlmaier_tata10 \ Down,Support Technique Fixe et B2B,2/1/2022 6:38,Facteur externe,2/1/2022 6:27,2/1/2022 6:48,aymen.warki,Resolved without intervention, Resolved without intervention,Noeud: cpe_sil8309_mw_draxlmaier_tata10  Sévérité: major  Temps de création: 01/02/22 06:27:25  Temps de réception: 01/02/22 06:28:43  Application: null  Objet: null  Texte message: Node CPE_SIL8309_MW_Draxlmaier_TATA10 DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2335361,Sous-Direction Support Client B2C et B2B
IM1503288,Closed,CPE_SIL8303_MW_BNA_MAKTHAR,CPE Service - SIL,cpe_sil8303_mw_bna_makthar \ Down,Support Technique Fixe et B2B,2/1/2022 6:38,Facteur externe,2/1/2022 6:29,2/1/2022 8:15,aymen.warki,Resolved without intervention, Resolved without intervention,Noeud: cpe_sil8303_mw_bna_makthar  Sévérité: major  Temps de création: 01/02/22 06:29:19  Temps de réception: 01/02/22 06:30:16  Application: null  Objet: null  Texte message: Node CPE_SIL8303_MW_BNA_MAKTHAR DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2335363,Sous-Direction Support Client B2C et B2B
IM1503293,Closed,SFX4160,NodeB Service - SFX,"INCIDENT: SFX1160---2G3G---Hors Service: Cell Failure caused by Total Cell Failure: ( 2G:6/6, 3G:9/9 ) Site Autonomy: N/A SM Tickets: 1",Maintenance SFAX NORD -01-,2/1/2022 6:40,Facteur externe,2/1/2022 6:25,2/1/2022 8:35,saber.rejeb,Resolved without intervention,Retour STEG,"SFX4160 : NodeB Unavailable This ticket was created by user netcool.sm on NOI from impact INCIDENT: SFX1160---2G3G---Hors Service: Cell Failure caused by Total Cell Failure: ( 2G:6/6, 3G:9/9 ) Site Autonomy: N/A SM Tickets: 0",Département Maintenance
